"","id","tau","beta","lambda"
"1",1,0.140608496687197,0.00673838575775065,1.2315296625053
"2",2,0.00673825615462371,0.525843201276309,0.431406574588158
"3",3,0.245162821195512,0.780428293537783,0.901261251503909
"4",4,0.00903986339063924,0.533624271482209,0.38277359915018
"5",5,0.00673798581245028,0.526068942069773,0.400022753199022
"6",6,0.261668968359551,1.53814672453147,0.845401610124541
"7",7,0.0257623458470191,0.172027818577469,0.721478916908831
"8",8,0.025553634928658,0.215029810992988,1.18728372575189
"9",9,0.00673858295497488,0.54767706333154,0.404320020993917
"10",10,0.00674023881084673,0.535120473408742,0.394713241554967
"11",11,0.0493862141053313,0.518384735487816,0.587301505566266
"12",12,0.0178755445611607,0.479883025578001,0.512567473142486
"13",13,0.0409357209261699,0.546711702414035,0.381057282990014
"14",14,0.00673872669408005,0.548069112129474,0.441885477911354
"15",15,0.00953877292557463,0.479288185677526,0.417375691941647
"16",16,0.00674302359938183,0.215029810992988,0.366839068744403
"17",17,0.00673795143720696,0.538331869136798,0.4194288394175
"18",18,0.148400740964445,0.0067379656274279,1.35992575416471
"19",19,0.00673801460675448,0.541167441063671,0.405419730157249
"20",20,0.00674893759389038,0.501069525188393,0.418038764765198
"21",21,0.0323492085669502,0.362235937547945,0.68887962614896
"22",22,0.00673794932577059,0.534237539307633,0.420480342687106
"23",23,0.00693912483056171,0.514113053930172,0.424859809957915
"24",24,0.105218445451096,0.215042871704346,0.599079720828406
"25",25,0.00691279207256856,0.555900325781376,0.409278846330806
"26",26,0.0823620301979233,0.34169837655418,0.611732472561311
"27",27,0.00673796775071262,0.53983572291621,0.429237518801001
"28",28,0.0926311983782455,0.00673794756590495,0.822276157025922
"29",29,0.0447551606906084,0.0193149085562295,0.850419455998013
"30",30,0.0474513575990008,0.0218326970805001,1.59006323015067
"31",31,0.144496631657876,0.0114272203095903,1.25579887698539
"32",32,0.025553634928658,0.215029810992988,0.156598613376472
"33",33,0.0152089176636169,0.179082365894291,0.561961621589683
"34",34,0.0187597633320568,0.451798279673317,0.547734864209932
"35",35,0.00673794974824164,0.53648030451095,0.436725967076313
"36",36,0.00673889203407739,0.543209594366237,0.444474701091557
"37",37,0.0565225211357099,0.144761250476324,0.813860148849715
"38",38,0.26403643517086,0.658476561100466,0.0279321643576905
"39",39,0.0578903556681235,0.146255166540995,0.598685428455983
"40",40,0.00673801853773655,0.531371665462258,0.38834981057103
"41",41,0.00673810295405117,0.490472118896635,0.410220415027754
"42",42,0.0218340940385963,0.398939769635293,0.628109895562811
"43",43,0.0134300017822976,0.533424123054543,0.437348086624175
"44",44,0.0113764999243677,0.367248155710879,0.506916040500223
"45",45,0.00673795832205248,0.536012734636667,0.394299723405337
"46",46,0.0101448938890038,0.312664178867215,0.519167840028917
"47",47,0.00673795354278878,0.519429729270468,0.410037111098371
"48",48,0.0231164127267092,0.281382791117391,0.509295883300571
"49",49,0.0969557899641011,0.00673794704842637,0.495379289221286
"50",50,0.00673795282389492,0.55828676268997,0.395491946211997
"51",51,0.00673800531119551,0.500748510092392,0.403679897946123
"52",52,0.010440332706107,0.305631821780858,0.496923523880296
"53",53,0.0358698238828492,0.23837358313267,0.612656140704346
"54",54,0.00970528286072693,0.507641210513763,0.46500364143186
"55",55,0.0067383870909328,0.521974020997094,0.435097600556155
"56",56,0.18434831881998,0.44357843460065,1.00484173025678
"57",57,0.00673794919043486,0.547064852710594,0.440957570006663
"58",58,0.00673802813330119,0.514072571152249,0.41111972830668
"59",59,0.0284500469597726,0.514687659977713,0.569131608891581
"60",60,0.025553634928658,0.215029810992988,0.0549080872621097
"61",61,0.0224928429609916,0.459914933493117,0.58845952913278
"62",62,0.0124508061977403,0.484368452691425,0.498131707564819
"63",63,0.00767804958243501,0.519576549143236,0.425585449794193
"64",64,0.229964253739719,0.00673796177150095,0.777822618469786
"65",65,0.00673818908280464,0.57244718962574,0.343709996559912
"66",66,0.100236641344238,0.118857512558149,0.888906303605704
"67",67,0.0198288686164025,0.476065019597329,0.523161020719386
"68",68,0.17830298169618,0.00673904679171896,1.11530112751316
"69",69,0.0639531376932462,0.158056501652275,1.09681897306507
"70",70,0.638799571357635,0.225974727771397,0.280912788700535
"71",71,0.0186323426038772,0.300236930630196,0.537541131123713
"72",72,0.20451223033877,0.00710055319315597,0.297169128026427
"73",73,0.047670460166696,0.153019113677014,0.775616534977187
"74",74,0.244869196089994,0.00687812899298781,1.17372890051839
"75",75,0.0592984835310168,0.0226232126270005,1.57363155894121
"76",76,0.140602199047856,0.558164837864208,0.548829404142006
"77",77,0.00673796119488532,0.530840662794483,0.420685052868489
"78",78,0.0112009066515976,1.31689846525755,0.434507421657996
"79",79,0.0149128545176334,0.46899150793397,0.522895755487921
"80",80,0.0238179152755294,0.442975580011354,0.560200859412425
"81",81,0.162136909033394,0.734981000525952,0.489638305411438
"82",82,0.00673795298897412,0.529388235371995,0.455537582209301
"83",83,0.0878351743396124,0.00673794771731765,1.08083548568513
"84",84,0.00673817971671109,0.545836534829323,0.407882043260776
"85",85,0.0391325673149433,0.522531992266051,0.391631365219806
"86",86,0.070060990715511,0.152588557346102,0.960918768318584
"87",87,0.0320381563251095,0.214799002178852,0.743147853911736
"88",88,0.0393553870817509,0.251529292966998,1.25017974670337
"89",89,0.0343379454457165,0.186209360849489,0.846340331540062
"90",90,0.0453751161505113,0.17182340778449,1.26945171393134
"91",91,0.0366223670418318,0.0244251426188655,1.15081952732678
"92",92,0.0448922779738301,0.198004203277641,0.839365230569314
"93",93,0.0562942742430269,0.00997119616253892,1.16413893487255
"94",94,0.0306026602449184,0.209162975219469,1.44733696620838
"95",95,0.0280954436033854,0.083973093156309,0.948187497241672
"96",96,0.0371986689003902,0.130111851394845,1.84096685709479
"97",97,0.0275411828807633,0.454394086675674,0.593538286534098
"98",98,0.0251182839217096,0.116663081218611,1.08588958884976
"99",99,0.0800120100603359,0.0966236521669864,1.02177162769462
"100",100,0.00674068412930893,0.542887415273545,0.418373662509132
"101",101,0.0397744827787399,0.0677565361794685,1.05443052277461
"102",102,0.00934161888747482,0.56403019418835,0.435430252482796
"103",103,0.0340801582376617,0.473749081628822,0.432022540856602
"104",104,0.0104896263146835,0.308807616789697,0.449724333194693
"105",105,0.124389864922052,0.0198238996464411,0.923960669296578
"106",106,0.0478929363031508,0.195080465066565,0.802341216921427
"107",107,0.0518855534936389,0.259905609543597,0.74440035635889
"108",108,0.00673866683869527,0.54167423482662,0.408670844155772
"109",109,0.090062505778857,0.0247357683474654,1.47487952488063
"110",110,0.0352514593982222,0.243665406998706,0.877851581685335
"111",111,0.00912835738426376,0.552806814724726,0.480829989980785
"112",112,0.0230505321647517,0.523408582410507,0.634972422783585
"113",113,0.0407063168258065,0.344119031956872,0.623832010036199
"114",114,0.0420359066483489,0.267207974929788,0.948189632758846
"115",115,0.0356348500502221,0.476727554547855,0.692513914975048
"116",116,0.0829849880334953,0.0067379471219022,1.1056699228358
"117",117,0.0251934981744022,0.48337670544879,0.552326008628861
"118",118,0.0692634211984972,0.0102702457884129,0.941478357868598
"119",119,0.00673799524363164,0.544523105110526,0.438800308725037
"120",120,0.0389074770249428,0.270828035125061,0.979857426705891
"121",121,0.0660046514335385,0.020105222263764,1.08109128816355
"122",122,0.00673794758384081,0.517504178551959,0.421809640229496
"123",123,0.0321990738335811,0.32460051415665,0.748857799492782
"124",124,0.00673795186569728,0.524073180265073,0.424090389488138
"125",125,0.0124338159132811,0.283468520510081,0.526636880403038
"126",126,0.00981503259430033,0.465757021834386,0.463255575874205
"127",127,0.0461866316587071,0.191514732424931,3.06387265659008
"128",128,0.144194157441128,0.0175938086312718,1.22914096760878
"129",129,0.0930891100807226,0.0408613163352291,1.1530516014332
"130",130,0.0169441296120538,0.46435765573251,0.530882417017954
"131",131,0.0248137906082705,0.48086853728085,0.660407675494308
"132",132,0.0127039566448222,0.481106929652797,0.50203138050721
"133",133,0.00673796584684506,0.568378064962423,0.407058375694387
"134",134,0.017866910954904,0.468359706977317,0.546671973708288
"135",135,0.034005777250342,0.416943869399273,0.61942616306328
"136",136,0.0381445764041502,0.22635980571418,0.694586524297995
"137",137,0.0234968105966888,0.329028049045084,0.651015245644495
"138",138,0.0503308693250148,0.0478834616994738,0.763322083721454
"139",139,0.0320304688253979,0.185014452569835,1.64509399917098
"140",140,0.0597613968539358,0.253257059593538,0.713246111172154
"141",141,0.0228299139000377,0.195042190377502,1.25518169990635
"142",142,0.00673796465227714,0.763898832879353,0.450685172134204
"143",143,0.0169303989764563,0.340718922424224,0.552729752868151
"144",144,0.0316632567593629,0.135234585623431,0.85467335174698
"145",145,0.00740726965742438,0.544747851742111,0.427386969719387
"146",146,0.0244620684737006,0.306561306821591,0.701483117425653
"147",147,0.0525975265236206,0.110722782201644,1.09317118043972
"148",148,0.0292361441170417,0.0167504662419093,1.15110642672183
"149",149,0.0445133750916107,0.173069102958321,0.73112273811559
"150",150,0.00673947616747952,0.491906159671295,0.447403420225504
"151",151,0.0329991468368408,0.235350731425837,1.1205543020818
"152",152,0.00673798426738543,0.516475784070559,0.426073043019774
"153",153,0.00673794719730179,0.532738979591322,0.416912900438421
"154",154,0.0335404169156118,0.302497990177707,0.710763382428596
"155",155,0.0485358840357298,0.22079300818332,1.29233684745794
"156",156,0.0677257699529974,0.239108041129059,0.780193364728626
"157",157,0.0299198047488146,0.355359993034794,0.600876415938333
"158",158,0.0067379485873293,0.518446639366323,0.39664519545557
"159",159,0.0221958854759498,0.403844842024766,0.587890195061747
"160",160,0.067893804871081,0.0828518518131319,0.932828890580464
